purchase_id,invoice_number,purchase_date,vendor_name,purchase_total
590,073904230,3/14/2025,Aimbu,3820.83
591,101206800,6/26/2025,Edgeclub,244.49
592,067013700,11/18/2024,Oyonder,8344.38
593,111104743,11/10/2024,Dynazzy,8712.06
594,064102740,8/26/2024,Tagcat,5417.45
595,064107376,7/29/2025,Skipstorm,7213.09
596,073913344,1/5/2025,Kwideo,157.06
597,053900377,3/7/2025,Brainlounge,5287.2
598,103912888,11/10/2024,Digitube,9772.55
599,113102303,6/2/2025,Youspan,1309.41
600,072413557,3/17/2025,Divanoodle,5612.04
601,073905417,11/2/2024,Linkbuzz,2203.66
602,061119901,3/5/2025,Voonyx,30.89
603,111901959,8/2/2025,Zazio,506.82
604,091108746,4/21/2025,Riffpath,6164.56
605,067016037,12/1/2024,Browsezoom,5186.67
606,057000697,2/24/2025,Thoughtblab,3273.18
607,101010672,7/26/2025,Livetube,6957.23
608,226073895,4/24/2025,Topicware,5766.37
609,075905431,1/3/2025,Devpulse,327.61
610,026014193,12/11/2024,Vinder,2922.72
611,081304615,4/1/2025,Vinder,3843.43
612,061003664,10/6/2024,Yadel,9524.2
613,074905225,12/10/2024,Oyope,599.38
614,101112318,1/14/2025,Abata,3898.78
615,103103451,4/6/2025,Edgeblab,5331.91
616,071921794,2/9/2025,Browsezoom,2774.32
617,031318596,10/15/2024,Photolist,2712.03
618,104901238,6/19/2025,Gevee,7592.33
619,064109057,12/22/2024,Edgeify,7762.99
620,091204899,8/22/2024,Photobug,4201.51
621,065401107,12/30/2024,Gabtune,7285.9
622,064102371,7/21/2025,DabZ,4339.54
623,064004181,12/22/2024,Quinu,9957.91
624,052000618,11/1/2024,Bluejam,9417.83
625,125184746,12/18/2024,Skinte,9821.33
626,071122535,8/11/2024,Flipopia,4715.55
627,053112343,12/26/2024,Rooxo,1767.86
628,072000096,10/29/2024,Realcube,8052.39
629,111104743,6/28/2025,Trilia,3463.54
630,122217056,12/14/2024,Quamba,4435.8
631,124000012,8/25/2024,Eidel,4207.17
632,021272723,7/20/2025,Vidoo,2375.27
633,062204789,11/29/2024,Mynte,7947.26
634,121142834,12/21/2024,Roodel,7245.16
635,272471674,6/20/2025,Vidoo,9168.39
636,211370927,6/12/2025,Flipstorm,4472.23
637,111900510,2/22/2025,Jetpulse,879.48
638,075902722,7/14/2025,Snaptags,4763.69
639,081000210,3/18/2025,Twitterwire,6479.3
640,111311413,9/5/2024,Oba,3351.46
641,031309440,9/26/2024,Quatz,5675.98
642,103101576,10/6/2024,Topicware,4586.03
643,081504651,7/17/2025,Oyoyo,3761.01
644,073920777,8/25/2024,Youspan,7153.02
645,031317021,8/30/2024,Feedfire,8660.44
646,072000096,1/2/2025,Quatz,4571.49
647,021502105,2/21/2025,Devcast,5026.45
648,114000653,9/1/2024,Vipe,3714.58
649,322281057,12/23/2024,Oyoyo,4453.24
650,031309385,11/13/2024,Dablist,8056.09
651,107002406,2/1/2025,Topicshots,4718.86
652,031305347,2/14/2025,Meembee,2556.41
653,072413654,8/22/2024,Zava,2851.97
654,122240489,5/22/2025,Browsetype,1191.8
655,053110633,1/19/2025,Realbuzz,4366.88
656,111901632,5/4/2025,Eamia,4196.03
657,103101152,8/14/2024,Devpoint,5205.68
658,124103773,4/2/2025,Oyoyo,5387.87
659,263190757,7/1/2025,Photojam,3682.1
660,064202514,11/2/2024,Dynazzy,5760.02
661,113024177,12/7/2024,Einti,8089.2
662,061000256,7/7/2025,Kwinu,6382.29
663,051402220,10/23/2024,Aimbo,7382.87
664,091904872,10/28/2024,Plajo,9152.67
665,104000702,8/3/2025,Devshare,4379.42
666,084300603,2/19/2025,Tazzy,6933.59
667,053174103,10/31/2024,Plajo,1081.95
668,322276949,6/9/2025,Skinder,6678.14
669,051402233,10/5/2024,Meevee,8938.36
670,104901610,10/20/2024,Skalith,8594.42
671,064108524,3/29/2025,Topdrive,3951.27
672,054001534,6/9/2025,Wikido,8568.13
673,061101155,6/25/2025,Realbuzz,8890.54
674,107003353,10/29/2024,Agivu,2578.19
675,092900613,10/23/2024,Meevee,1259.4
676,063114108,10/14/2024,Photospace,712.87
677,071100010,10/5/2024,Oodoo,2266.98
678,011401957,5/18/2025,Rhycero,2190.7
679,111104798,3/17/2025,Nlounge,6831.2
680,041002203,5/31/2025,Fadeo,6210.89
681,071921244,4/7/2025,Babbleset,1782.83
682,231374945,7/9/2025,Voolia,3279.06
683,073913425,12/15/2024,Avavee,2371.92
684,104902363,5/16/2025,Blogtag,214.39
685,067015973,1/17/2025,Jamia,9711.89
686,091904018,4/9/2025,Wikivu,5684.18
687,053908188,12/11/2024,Mita,1434.48
688,043000096,3/9/2025,Eazzy,6498.6
689,111325823,11/28/2024,Abatz,9954.92
690,051400646,7/26/2025,Edgewire,7017.21
691,091917254,11/20/2024,Pixonyx,3880.6
692,321170318,6/11/2025,Trilia,9145.37
693,111100792,11/28/2024,Zava,9974.64
694,072413612,7/20/2025,Zoonder,8693.14
695,091214630,3/5/2025,Thoughtbridge,3972.1
696,022072692,12/29/2024,Cogidoo,3634.89
697,211070146,2/20/2025,Latz,2595.18
698,081517693,4/5/2025,Shuffledrive,7249.44
699,081005794,2/14/2025,Devify,2623.55
700,122243800,10/23/2024,Linktype,3821.81
701,021502040,11/6/2024,Flashdog,9488.84
702,102301241,7/12/2025,Riffpedia,9941.07
703,275970826,10/28/2024,Livetube,6974.32
704,211470319,3/6/2025,Yotz,5558.51
705,121135773,6/18/2025,Realbridge,6530.09
706,104900116,1/10/2025,Youbridge,460.76
707,313173336,3/8/2025,Tazzy,6469.84
708,221972111,11/5/2024,Flipstorm,8156.65
709,101101866,7/14/2025,Avaveo,3847.88
710,122237748,2/26/2025,Rhynyx,1600.13
711,322086142,1/10/2025,Meevee,4885.79
712,101102496,4/29/2025,Realcube,4249.43
713,072414255,7/11/2025,Babbleblab,463.6
714,113093849,9/17/2024,Podcat,130.91
715,062001209,6/22/2025,Zoonoodle,1046.04
716,042207308,5/21/2025,Zooxo,2418.55
717,273970585,10/30/2024,Skajo,7575.2
718,052101106,4/2/2025,Katz,2047.61
719,065200984,5/6/2025,Yodo,343.27
720,107006075,10/8/2024,Youbridge,3850.2
721,086518736,4/27/2025,Eayo,9197.13
722,053112709,9/17/2024,Skyndu,1664.9
723,061120437,7/21/2025,Gabspot,5506.33
724,073903325,8/31/2024,DabZ,7125.43
725,075000022,1/7/2025,Gevee,3807.84
726,072400447,6/21/2025,Thoughtblab,1368.5
727,262286109,1/21/2025,Dynabox,3951.05
728,242272447,12/20/2024,Myworks,542.83
729,125008288,1/11/2025,Zoombox,5793.05
730,102103287,11/1/2024,Nlounge,931.57
731,262285184,11/25/2024,Yakidoo,1552.2
732,275971582,12/8/2024,Skalith,8483.02
733,062202736,5/27/2025,Ntags,1188.09
734,075912233,2/12/2025,Shuffledrive,3742.92
735,091303376,8/8/2025,Dabjam,9354.4
736,075917898,6/13/2025,Yakijo,4966.54
737,267087358,1/28/2025,Teklist,303.25
738,271992219,8/8/2025,Edgeblab,4129.23
739,083000137,11/11/2024,Youopia,923.04
740,083905326,9/25/2024,Teklist,8217.87
741,064103532,5/16/2025,Meedoo,4194.33
742,125107875,7/15/2025,Thoughtsphere,4724.31
743,064102290,7/22/2025,Brightbean,8716.68
744,074905225,9/21/2024,Reallinks,6588.62
745,063107623,10/13/2024,Riffpedia,5818.5
746,082901868,6/26/2025,Flashset,5321.65
747,271973937,12/26/2024,Fiveclub,9020.09
748,062202257,9/16/2024,Skibox,2223.94
749,041202540,1/5/2025,Browsetype,1790.47
750,104901610,4/28/2025,Miboo,5664.18
751,101904911,5/12/2025,Tagpad,2502.72
752,091409487,1/22/2025,Fivechat,9817.05
753,081519002,10/27/2024,Mycat,7319.71
754,103104120,10/27/2024,Tagchat,9537.46
755,101103068,12/26/2024,Topicware,3114.37
756,091905525,5/30/2025,Pixoboo,4673.7
757,021305386,1/27/2025,Feedbug,2820.17
758,101002949,4/28/2025,Realbridge,5078.37
759,103104764,6/5/2025,Digitube,7216.1
760,082900995,11/30/2024,Flashspan,7197.22
761,063212987,12/4/2024,Buzzdog,9692.8
762,021300640,3/15/2025,BlogXS,797.34
763,304971987,10/12/2024,Skippad,4565.16
764,067015944,10/5/2024,Twinder,3017.45
765,122240764,7/5/2025,Avaveo,5667.09
766,122242542,9/5/2024,Eidel,4483.89
767,075901273,4/20/2025,Dabfeed,6641.88
768,028000024,2/28/2025,Aimbu,6336.48
769,084205766,10/31/2024,Janyx,4008.34
770,062204132,1/8/2025,Eamia,6208.31
771,063112605,5/9/2025,Aimbo,4725.94
772,052204346,11/21/2024,Photobug,9154.98
773,064201560,5/29/2025,Meeveo,3607.27
774,051402220,1/1/2025,Avavee,3240.47
775,111316612,1/23/2025,Photojam,6610.17
776,114924739,8/21/2024,Yabox,3009.97
777,042101446,12/15/2024,Yakidoo,7413.72
778,081000980,7/9/2025,Brainverse,9390.03
779,322285752,2/7/2025,Jabbersphere,83.06
780,113114294,1/5/2025,Jaxworks,7344.25
781,103101110,3/21/2025,Edgeclub,4830.1
782,102104888,9/3/2024,Photolist,1458.42
783,122238543,7/13/2025,Kanoodle,6562.36
784,111914849,1/2/2025,Muxo,2689.14
785,111323951,12/1/2024,Twimbo,2880.19
786,075910387,6/17/2025,Skalith,6113.19
787,104900721,5/19/2025,Zoonoodle,2430.75
788,122237544,2/9/2025,Pixoboo,8577.98
789,082901282,1/4/2025,Photofeed,2101.91
790,064207771,7/26/2025,Kazio,89.65
791,107003609,6/15/2025,Aibox,6409.41
792,122203248,5/13/2025,Tagchat,5091.39
793,102301241,12/1/2024,Leenti,4765.1
794,092903270,4/15/2025,Shufflester,3213.57
795,053012087,10/30/2024,Realcube,8076.57
796,061308770,4/2/2025,Devpoint,772.45
797,091409212,2/8/2025,Ainyx,8787.4
798,101006039,8/20/2024,Flashdog,2984.89
799,111024548,8/1/2025,Quinu,1683.11
800,021200012,2/9/2025,Jazzy,3128.59
801,103100739,12/8/2024,Mydeo,9948.87
802,074912603,6/4/2025,Browsebug,3582.84
803,263091128,2/26/2025,Thoughtstorm,7970.65
804,053112576,1/31/2025,Yombu,9081.55
805,113107612,1/21/2025,Bubbletube,5936.43
806,051402071,3/25/2025,Chatterpoint,9488.93
807,113000023,9/20/2024,Quamba,8793.38
808,226071004,12/17/2024,Viva,6207.32
809,072412972,8/3/2025,Avavee,5659.93
810,044115443,9/11/2024,Edgewire,5538.31
811,031901482,7/20/2025,Eare,6158.39
812,064107994,7/23/2025,Fadeo,3878.29
813,244072166,1/19/2025,Yakidoo,6017.73
814,071108669,7/22/2025,Brainverse,6526.62
815,111921751,9/26/2024,Wikizz,8520.47
816,011305749,10/8/2024,Tazz,5840.21
817,211370257,10/1/2024,Twitterworks,7127.58
818,111912401,7/18/2025,Abata,3725.84
819,104914160,12/18/2024,Camido,6501.41
820,111104853,12/12/2024,Dabfeed,6856.88
821,064108757,10/30/2024,Dynava,5420.91
822,011501035,7/25/2025,Yadel,9433.37
823,226070270,3/19/2025,Flashdog,65.59
824,073903749,10/31/2024,Dabvine,4475.58
825,283071827,1/6/2025,Skaboo,5435.61
826,064208437,4/6/2025,Blognation,1991.61
827,061220353,10/28/2024,Rhybox,5724.75
828,021300381,7/5/2025,Feedfire,5704.86
829,031901686,5/23/2025,Eire,2552.31
830,107006305,3/5/2025,Meetz,4864.53
831,084202112,5/11/2025,Gigaclub,6585.13
832,122240010,7/2/2025,Agimba,9005.14
833,075909903,4/11/2025,Topiczoom,6534.61
834,101104151,7/20/2025,Realpoint,4318.89
835,104907562,1/22/2025,Realcube,4271.06
836,081518469,8/23/2024,Pixope,6040.34
837,103000240,10/3/2024,Vidoo,4791.06
838,104901911,5/4/2025,Roomm,6451.35
839,113024177,2/15/2025,Tazzy,2434.25
840,075908658,10/14/2024,Tekfly,4851.21
841,028000024,1/24/2025,Abatz,4069.95
842,243373442,7/2/2025,Cogidoo,5115.93
843,103013101,11/29/2024,Meejo,2568.02
844,062202804,11/12/2024,Eire,3627.45
845,101003317,1/24/2025,Meejo,7363.89
846,065500752,6/19/2025,Yakidoo,9235.73
847,123206710,7/24/2025,Buzzbean,4934.21
848,084201692,7/15/2025,Topiclounge,1013.61
849,051409139,7/10/2025,Eimbee,1780.09
850,122243457,12/22/2024,Demivee,1461.19
851,053908081,8/14/2024,Skipstorm,9365.32
852,075912233,12/19/2024,Browsezoom,8390.88
853,323270216,5/26/2025,Quire,4594.43
854,122244566,9/10/2024,Pixope,3821.3
855,074913233,6/16/2025,Jabbersphere,964.11
856,244171999,1/22/2025,Blogtag,1123.05
857,103101372,2/5/2025,Fiveclub,9607.88
858,021201011,7/11/2025,Vitz,6545.13
859,122240764,8/12/2024,Gabvine,5939.33
860,083902798,6/8/2025,Tekfly,2939.39
861,061202245,7/9/2025,Oyoba,1575.44
862,111313204,5/17/2025,Mudo,888.9
863,101218856,10/1/2024,Topiczoom,2145.43
864,101105299,11/22/2024,Wikizz,4165.75
865,121142148,6/17/2025,Cogilith,4814.29
866,114912479,2/28/2025,Cogidoo,6251.72
867,044112488,8/4/2025,Wikido,7590.98
868,261170740,9/28/2024,Tagfeed,9001.39
869,082900911,2/23/2025,Roomm,8348.57
870,061120437,3/9/2025,Zava,5283.13
871,122233645,11/10/2024,Realbridge,4666.25
872,122242607,12/5/2024,Babbleopia,5394.19
873,062204006,11/17/2024,Eare,2510.79
874,123202125,2/2/2025,Meevee,256.64
875,071908869,6/21/2025,Ozu,9603.77
876,011501035,8/17/2024,Thoughtworks,758.38
877,101005483,10/14/2024,Flashpoint,5832.0
878,107001960,11/30/2024,Feednation,8952.49
879,112207403,6/9/2025,Roodel,4799.61
880,063016154,1/23/2025,Gabvine,1815.61
881,325180414,6/19/2025,Photofeed,4334.62
882,071915580,11/7/2024,Wikivu,3457.86
883,102101823,7/26/2025,Kazio,704.52
884,061205475,7/22/2025,Zoombox,780.94
885,067002436,8/20/2024,Photobean,3073.5
886,021202337,7/3/2025,Blogpad,2781.51
887,107006075,6/24/2025,Browsedrive,7245.68
888,091904270,8/4/2025,Yodo,4775.38
889,043318092,3/22/2025,Thoughtworks,7704.23
890,061101294,6/13/2025,Oba,1624.55
891,082901457,10/20/2024,Shuffletag,8930.39
892,104908383,9/26/2024,Kimia,4480.88
893,074000078,7/18/2025,Bluejam,196.48
894,091906359,4/28/2025,Aimbu,9121.62
895,042202426,11/30/2024,Shufflebeat,441.67
896,263189865,9/8/2024,Oyonder,9067.91
897,111901690,7/9/2025,Realbridge,4716.7
898,062101882,1/12/2025,Linkbuzz,9384.17
899,111924363,9/23/2024,Jaxworks,7718.34
900,071926508,6/9/2025,Zoonder,8640.38
901,311373125,9/21/2024,Shuffletag,9995.85
902,081905344,9/16/2024,Wordpedia,8481.62
903,311981562,11/26/2024,Feednation,1090.38
904,061203338,9/14/2024,Layo,3112.42
905,104901238,2/16/2025,Trunyx,4641.65
906,226070270,11/1/2024,Photolist,2837.19
907,062205199,12/27/2024,Browsecat,3143.68
908,275071314,7/20/2025,Yombu,5055.02
909,121141819,2/10/2025,Pixonyx,2421.96
910,272471836,6/4/2025,Quatz,8702.35
911,062203269,4/15/2025,Voonix,7629.87
912,041002711,11/30/2024,Bubbletube,5555.19
913,063110092,8/28/2024,Eare,6770.22
914,063104312,7/31/2025,Oozz,9116.17
915,322282292,5/15/2025,Skaboo,1007.12
916,082900429,6/27/2025,Brainverse,5430.16
917,073906306,6/24/2025,Rhybox,1156.44
918,072412176,4/12/2025,Yoveo,7626.87
919,065500752,6/13/2025,Yata,1446.61
920,122240667,5/11/2025,Zoombeat,4409.47
921,101000077,3/16/2025,Edgetag,6614.12
922,073904939,8/27/2024,Zoonder,7170.62
923,102100918,5/4/2025,Gigazoom,3585.25
924,091802877,11/19/2024,Jetwire,9317.13
925,081309364,6/5/2025,Jaxnation,4443.56
926,021207206,3/5/2025,Ooba,1033.63
927,122038251,6/30/2025,Youbridge,6273.48
928,041203811,11/6/2024,Oyoyo,7616.07
929,091409584,5/14/2025,Thoughtsphere,4410.25
930,084303545,6/22/2025,Twinder,4794.53
931,103101482,1/19/2025,Oyoba,2567.16
932,073908359,8/3/2025,Skinder,8428.38
933,043211160,8/16/2024,Linkbuzz,8513.14
934,041200555,2/7/2025,Aimbu,7035.24
935,122000030,11/29/2024,Browsezoom,1985.3
936,031100160,4/28/2025,Feednation,8594.01
937,071000343,8/30/2024,Gabtune,8324.49
938,104101397,5/16/2025,Abata,1309.7
939,082907383,9/21/2024,Shuffledrive,8689.48
940,122242937,5/25/2025,Mudo,3101.68
941,113015267,3/29/2025,Kazio,9904.0
942,084202264,4/28/2025,Trudoo,8313.55
943,236073474,5/29/2025,Feedfish,1569.25
944,074000078,10/28/2024,Centizu,6240.47
945,265272343,4/15/2025,Edgeblab,2807.11
946,071900595,1/8/2025,Wordware,1695.36
947,084205559,11/6/2024,Wikizz,6386.83
948,021200339,11/3/2024,Zoomlounge,5408.87
949,071214333,2/25/2025,Browsetype,1616.91
950,067011294,9/26/2024,Brightdog,8441.38
951,124084672,5/4/2025,Realblab,6360.36
952,125106708,10/22/2024,Voomm,3293.81
953,021300420,3/25/2025,Fivechat,3698.4
954,073918323,5/19/2025,Kaymbo,6581.71
955,053274223,11/7/2024,Abata,2460.72
956,111909825,7/31/2025,Gabtune,6638.69
957,103108249,1/8/2025,Photospace,9248.71
958,111304051,1/7/2025,Skibox,5139.12
959,062202804,7/26/2025,Buzzdog,3720.2
960,031309440,12/27/2024,Ainyx,1191.86
961,053112220,12/4/2024,Flipbug,5769.22
962,026011358,11/29/2024,Skibox,4675.32
963,021313747,9/26/2024,Wikizz,1904.43
964,065002108,8/11/2024,Ntags,7558.73
965,055000770,2/22/2025,Aimbo,4624.12
966,053103637,2/24/2025,Meejo,4017.46
967,051409223,1/27/2025,Skimia,972.78
968,031318596,7/19/2025,Yakitri,1932.62
969,043310281,2/24/2025,Realcube,6279.32
970,042101925,5/18/2025,Vipe,7202.89
971,104901034,6/13/2025,Dynava,2634.67
972,121000044,10/5/2024,Wikizz,4196.93
973,111304051,1/7/2025,Gigabox,9735.13
974,107004381,8/3/2025,Chatterbridge,3246.25
975,091071491,3/17/2025,Devpoint,6450.8
976,043315448,5/14/2025,Livefish,8172.23
977,101003317,4/13/2025,Jaxspan,7600.43
978,102103630,2/12/2025,Quinu,1545.87
979,063015838,7/11/2025,Centidel,975.14
980,041001039,11/7/2024,Brainlounge,1654.39
981,104102574,3/14/2025,Quimm,1898.76
982,071901604,9/19/2024,Buzzbean,2726.65
983,043000096,1/26/2025,Photofeed,4495.51
984,065002289,3/26/2025,Mybuzz,5466.79
985,051409142,2/9/2025,Gabvine,3758.14
986,062103903,1/5/2025,Dynabox,2568.88
987,071924131,5/15/2025,Blogspan,1350.66
988,114917924,6/6/2025,Fatz,9517.66
989,074900194,8/2/2025,Rhyloo,2755.26
990,021213096,2/28/2025,Trilith,7669.09
991,122240308,10/12/2024,Jaxworks,7550.32
992,083901825,4/20/2025,Skalith,3189.81
993,065401246,6/4/2025,Podcat,7405.75
994,065401000,9/9/2024,Photobug,2686.81
995,325182946,3/7/2025,Meetz,1018.05
996,241070459,3/15/2025,Tagopia,7464.09
997,021302978,6/4/2025,Divavu,2372.48
998,275071408,2/23/2025,Feednation,4667.37
999,125000118,10/9/2024,Rhyzio,2696.25
1000,065201064,6/23/2025,Aimbo,7510.2
